column_name,layer,raw_field_name,field_type,coverage_count,non_empty_count,positive_count,example_values,description
raw_pedestrian,raw_widget,Pedestrian,CheckBox,826,826,0.0,0,Raw PDF widget 'Pedestrian' extracted from the OL 316 form.
raw_pedestrian_2,raw_widget,Pedestrian_2,CheckBox,826,826,0.0,0,Raw PDF widget 'Pedestrian_2' extracted from the OL 316 form.
raw_pm,raw_widget,PM,CheckBox,826,826,0.0,0,Raw PDF widget 'PM' extracted from the OL 316 form.
raw_policy_number,raw_widget,POLICY NuMBER,Text,826,1,0.0,1,Raw PDF widget 'POLICY NuMBER' extracted from the OL 316 form.
raw_policy_number_2,raw_widget,POLICY NuMBER_2,Text,826,39,0.0,UNK; unk; unk.,Raw PDF widget 'POLICY NuMBER_2' extracted from the OL 316 form.
raw_previous_collision_checkbox,raw_widget,PREVIOUS COLLISION CHECKBOX,CheckBox,7,7,0.0,0,Raw PDF widget 'PREVIOUS COLLISION CHECKBOX' extracted from the OL 316 form.
raw_program_director_signature,raw_widget,PROGRAM DIRECTOR SIGNATURE,Text,7,7,0.0,"Raymond Tam, AV Safety Manager; Weihua Tan; LOREN MACKLEM, DIRECTOR",Raw PDF widget 'PROGRAM DIRECTOR SIGNATURE' extracted from the OL 316 form.
raw_program_directorauthorized_representative_printed_name_and_title,raw_widget,PROGRAM DIRECTORAuThORIZED REPRESENTATIVE PRINTED NAME AND TITLE,Text,819,808,0.0,"Kevin Chu, Director of AV Engineering; Chris Urmson, CEO; Matthew Salwasser, Program Manager",Raw PDF widget 'PROGRAM DIRECTORAuThORIZED REPRESENTATIVE PRINTED NAME AND TITLE' extracted from the OL 316 form.
raw_proper_ty,raw_widget,Proper ty,CheckBox,826,826,0.0,0,Raw PDF widget 'Proper ty' extracted from the OL 316 form.
raw_proper_ty_2,raw_widget,Proper ty_2,CheckBox,826,826,0.0,0,Raw PDF widget 'Proper ty_2' extracted from the OL 316 form.
raw_property_damage,raw_widget,PROPERTY DAMAGE,Text,826,39,0.0,NA; N/A; Bicycle damage,Raw PDF widget 'PROPERTY DAMAGE' extracted from the OL 316 form.
raw_property_owners_name,raw_widget,PROPERTY OWNERS NAME,Text,826,5,0.0,NA; N/A,Raw PDF widget 'PROPERTY OWNERS NAME' extracted from the OL 316 form.
raw_rear_bumper,raw_widget,Rear Bumper,CheckBox,826,826,234.0,0; 1,Raw PDF widget 'Rear Bumper' extracted from the OL 316 form.
raw_right_front_corner_1,raw_widget,Right Front Corner 1,CheckBox,826,826,13.0,0; 1,Raw PDF widget 'Right Front Corner 1' extracted from the OL 316 form.
raw_right_front_corner_2,raw_widget,Right Front Corner 2,CheckBox,826,826,70.0,0; 1,Raw PDF widget 'Right Front Corner 2' extracted from the OL 316 form.
raw_right_front_corner_3,raw_widget,Right Front Corner 3,CheckBox,826,826,66.0,0; 1,Raw PDF widget 'Right Front Corner 3' extracted from the OL 316 form.
raw_right_rear_1,raw_widget,Right Rear 1,CheckBox,826,826,159.0,0; 1,Raw PDF widget 'Right Rear 1' extracted from the OL 316 form.
raw_right_rear_2,raw_widget,Right Rear 2,CheckBox,826,826,5.0,0; 1,Raw PDF widget 'Right Rear 2' extracted from the OL 316 form.
raw_right_rear_3,raw_widget,Right Rear 3,CheckBox,826,826,67.0,0; 1,Raw PDF widget 'Right Rear 3' extracted from the OL 316 form.
raw_right_rear_passenger_1,raw_widget,Right Rear Passenger 1,CheckBox,826,826,0.0,0,Raw PDF widget 'Right Rear Passenger 1' extracted from the OL 316 form.
raw_right_rear_passenger_2,raw_widget,Right Rear Passenger 2,CheckBox,826,826,40.0,0; 1,Raw PDF widget 'Right Rear Passenger 2' extracted from the OL 316 form.
raw_right_rear_passenger_3,raw_widget,Right Rear Passenger 3,CheckBox,826,826,3.0,0; 1,Raw PDF widget 'Right Rear Passenger 3' extracted from the OL 316 form.
raw_right_rear_passenger_4,raw_widget,Right Rear Passenger 4,CheckBox,826,826,21.0,0; 1,Raw PDF widget 'Right Rear Passenger 4' extracted from the OL 316 form.
raw_road_conditions_a_1,raw_widget,ROAD CONDITIONS A 1,CheckBox,819,819,2.0,0; 1,Raw PDF widget 'ROAD CONDITIONS A 1' extracted from the OL 316 form.
raw_road_conditions_a_2,raw_widget,ROAD CONDITIONS A 2,CheckBox,819,819,0.0,0,Raw PDF widget 'ROAD CONDITIONS A 2' extracted from the OL 316 form.
raw_road_conditions_b_1,raw_widget,ROAD CONDITIONS B 1,CheckBox,819,819,4.0,0; 1,Raw PDF widget 'ROAD CONDITIONS B 1' extracted from the OL 316 form.
raw_road_conditions_b_2,raw_widget,ROAD CONDITIONS B 2,CheckBox,819,819,1.0,0; 1,Raw PDF widget 'ROAD CONDITIONS B 2' extracted from the OL 316 form.
raw_road_conditions_c_1,raw_widget,ROAD CONDITIONS C 1,CheckBox,819,819,6.0,0; 1,Raw PDF widget 'ROAD CONDITIONS C 1' extracted from the OL 316 form.
raw_road_conditions_c_2,raw_widget,ROAD CONDITIONS C 2,CheckBox,819,819,0.0,0,Raw PDF widget 'ROAD CONDITIONS C 2' extracted from the OL 316 form.
raw_road_conditions_d_1,raw_widget,ROAD CONDITIONS D 1,CheckBox,819,819,5.0,0; 1,Raw PDF widget 'ROAD CONDITIONS D 1' extracted from the OL 316 form.
raw_road_conditions_d_2,raw_widget,ROAD CONDITIONS D 2,CheckBox,819,819,4.0,0; 1,Raw PDF widget 'ROAD CONDITIONS D 2' extracted from the OL 316 form.
raw_road_conditions_e_1,raw_widget,ROAD CONDITIONS E 1,CheckBox,819,819,4.0,0; 1,Raw PDF widget 'ROAD CONDITIONS E 1' extracted from the OL 316 form.
raw_road_conditions_e_2,raw_widget,ROAD CONDITIONS E 2,CheckBox,819,819,3.0,0; 1,Raw PDF widget 'ROAD CONDITIONS E 2' extracted from the OL 316 form.
raw_road_conditions_f_1,raw_widget,ROAD CONDITIONS F 1,CheckBox,819,819,0.0,0,Raw PDF widget 'ROAD CONDITIONS F 1' extracted from the OL 316 form.
raw_road_conditions_f_2,raw_widget,ROAD CONDITIONS F 2,CheckBox,819,819,0.0,0,Raw PDF widget 'ROAD CONDITIONS F 2' extracted from the OL 316 form.
raw_road_conditions_g_1,raw_widget,ROAD CONDITIONS G 1,CheckBox,819,819,14.0,0; 1,Raw PDF widget 'ROAD CONDITIONS G 1' extracted from the OL 316 form.
raw_road_conditions_g_2,raw_widget,ROAD CONDITIONS G 2,CheckBox,819,819,4.0,0; 1,Raw PDF widget 'ROAD CONDITIONS G 2' extracted from the OL 316 form.
raw_road_conditions_h_1,raw_widget,ROAD CONDITIONS H 1,CheckBox,819,819,746.0,1; 0,Raw PDF widget 'ROAD CONDITIONS H 1' extracted from the OL 316 form.
raw_road_conditions_h_2,raw_widget,ROAD CONDITIONS H 2,CheckBox,819,819,674.0,1; 0,Raw PDF widget 'ROAD CONDITIONS H 2' extracted from the OL 316 form.
raw_roadway_a_1,raw_widget,ROADWAY A 1,CheckBox,819,819,741.0,1; 0,Raw PDF widget 'ROADWAY A 1' extracted from the OL 316 form.
raw_roadway_a_2,raw_widget,ROADWAY A 2,CheckBox,819,819,650.0,1; 0,Raw PDF widget 'ROADWAY A 2' extracted from the OL 316 form.
raw_roadway_b_1,raw_widget,ROADWAY B 1,CheckBox,819,819,47.0,0; 1,Raw PDF widget 'ROADWAY B 1' extracted from the OL 316 form.
raw_roadway_b_2,raw_widget,ROADWAY B 2,CheckBox,819,819,35.0,0; 1,Raw PDF widget 'ROADWAY B 2' extracted from the OL 316 form.
raw_roadway_c_1,raw_widget,ROADWAY C 1,CheckBox,819,819,0.0,0,Raw PDF widget 'ROADWAY C 1' extracted from the OL 316 form.
raw_roadway_c_2,raw_widget,ROADWAY C 2,CheckBox,819,819,0.0,0,Raw PDF widget 'ROADWAY C 2' extracted from the OL 316 form.
raw_roadway_d_1,raw_widget,ROADWAY D 1,CheckBox,819,819,0.0,0,Raw PDF widget 'ROADWAY D 1' extracted from the OL 316 form.
raw_roadway_d_2,raw_widget,ROADWAY D 2,CheckBox,819,819,0.0,0,Raw PDF widget 'ROADWAY D 2' extracted from the OL 316 form.
raw_runaway_vehicle_checkbox,raw_widget,RUNAWAY VEHICLE CHECKBOX,CheckBox,7,7,0.0,0,Raw PDF widget 'RUNAWAY VEHICLE CHECKBOX' extracted from the OL 316 form.
raw_section_2_accident_information_0,raw_widget,section 2  accident infoRmation.0,Text,826,825,0.0,Folsom St. and 11th St.; Townsend and 3rd; S. Van Ness Ave between 12th St. and 13th St.,Raw PDF widget 'section 2  accident infoRmation.0' extracted from the OL 316 form.
raw_section_2_accident_information_1_0,raw_widget,section 2  accident infoRmation.1.0,Text,826,825,0.0,San Francisco; Mountain View; Los Altos,Raw PDF widget 'section 2  accident infoRmation.1.0' extracted from the OL 316 form.
raw_section_2_accident_information_1_1_0,raw_widget,section 2  accident infoRmation.1.1.0,Text,826,822,0.0,San Francisco; Santa Clara; Alameda,Raw PDF widget 'section 2  accident infoRmation.1.1.0' extracted from the OL 316 form.
raw_section_2_accident_information_1_1_1_0,raw_widget,section 2  accident infoRmation.1.1.1.0,Text,826,823,0.0,CA,Raw PDF widget 'section 2  accident infoRmation.1.1.1.0' extracted from the OL 316 form.
raw_section_2_accident_information_1_1_1_1,raw_widget,section 2  accident infoRmation.1.1.1.1,Text,826,822,0.0,94103; 94107; 94041,Raw PDF widget 'section 2  accident infoRmation.1.1.1.1' extracted from the OL 316 form.
raw_state_0,raw_widget,STATE.0,Text,826,532,0.0,CA; OR; IL,Raw PDF widget 'STATE.0' extracted from the OL 316 form.
raw_state_1,raw_widget,STATE.1,Text,826,9,0.0,CA,Raw PDF widget 'STATE.1' extracted from the OL 316 form.
raw_state_2,raw_widget,STATE_2,Text,826,309,0.0,un; CA; Un,Raw PDF widget 'STATE_2' extracted from the OL 316 form.
raw_state_3,raw_widget,STATE_3,Text,826,36,0.0,un; NA; CA,Raw PDF widget 'STATE_3' extracted from the OL 316 form.
raw_state_4_0,raw_widget,STATE_4.0,Text,826,14,0.0,NA; CA,Raw PDF widget 'STATE_4.0' extracted from the OL 316 form.
raw_state_4_1_0,raw_widget,STATE_4.1.0,Text,826,14,0.0,NA; CA,Raw PDF widget 'STATE_4.1.0' extracted from the OL 316 form.
raw_state_4_1_1_0,raw_widget,STATE_4.1.1.0,Text,826,7,0.0,NA; CA,Raw PDF widget 'STATE_4.1.1.0' extracted from the OL 316 form.
raw_state_4_1_1_1,raw_widget,STATE_4.1.1.1,Text,826,24,0.0,NA; CA,Raw PDF widget 'STATE_4.1.1.1' extracted from the OL 316 form.
raw_state_vehicle_is_registered_in,raw_widget,STATE VEhICLE IS REGISTERED IN,Text,826,813,0.0,CA; California; 2,Raw PDF widget 'STATE VEhICLE IS REGISTERED IN' extracted from the OL 316 form.
raw_state_vehicle_is_registered_in_2,raw_widget,STATE VEhICLE IS REGISTERED IN_2,Text,826,563,0.0,CA; California; unk.,Raw PDF widget 'STATE VEhICLE IS REGISTERED IN_2' extracted from the OL 316 form.
raw_stop_go_checkbox,raw_widget,STOP GO CHECKBOX,CheckBox,7,7,0.0,0,Raw PDF widget 'STOP GO CHECKBOX' extracted from the OL 316 form.
raw_stopped_in_traffic,raw_widget,Stopped in Traffic,CheckBox,826,826,0.0,0,Raw PDF widget 'Stopped in Traffic' extracted from the OL 316 form.
raw_stopped_in_traffic_2,raw_widget,Stopped in Traffic_2,CheckBox,826,826,0.0,0,Raw PDF widget 'Stopped in Traffic_2' extracted from the OL 316 form.
raw_telephone_number,raw_widget,TELEPHONE NUMBER,Text,7,0,0.0,nan,Raw PDF widget 'TELEPHONE NUMBER' extracted from the OL 316 form.
raw_telephone_number_0,raw_widget,TELEPhONE NuMBER.0,Text,826,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER.0' extracted from the OL 316 form.
raw_telephone_number_1,raw_widget,TELEPhONE NuMBER.1,Text,826,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER.1' extracted from the OL 316 form.
raw_telephone_number_2_0,raw_widget,TELEPhONE NuMBER_2.0,Text,826,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER_2.0' extracted from the OL 316 form.
raw_telephone_number_2_1_0,raw_widget,TELEPhONE NuMBER_2.1.0,Text,826,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER_2.1.0' extracted from the OL 316 form.
raw_telephone_number_2_1_1,raw_widget,TELEPhONE NuMBER_2.1.1,Text,826,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER_2.1.1' extracted from the OL 316 form.
raw_telephone_number_2_1_2_0,raw_widget,TELEPhONE NuMBER_2.1.2.0,Text,824,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER_2.1.2.0' extracted from the OL 316 form.
raw_telephone_number_2_1_2_1,raw_widget,TELEPhONE NuMBER_2.1.2.1,Text,819,6,0.0,335-4097; 667-9073,Raw PDF widget 'TELEPhONE NuMBER_2.1.2.1' extracted from the OL 316 form.
raw_telephone_number_3,raw_widget,TELEPhONE NuMBER_3,Text,826,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER_3' extracted from the OL 316 form.
raw_telephone_number_4_0,raw_widget,TELEPhONE NuMBER_4.0,Text,824,0,0.0,nan,Raw PDF widget 'TELEPhONE NuMBER_4.0' extracted from the OL 316 form.
raw_telephone_number_4_1,raw_widget,TELEPhONE NuMBER_4.1,Text,819,6,0.0,415; 650,Raw PDF widget 'TELEPhONE NuMBER_4.1' extracted from the OL 316 form.
raw_time_of_accident,raw_widget,Time of Accident,Text,826,825,0.0,06:54; 02:52; 11:29,Raw PDF widget 'Time of Accident' extracted from the OL 316 form.
raw_to,raw_widget,TO,Text,826,0,0.0,nan,Raw PDF widget 'TO' extracted from the OL 316 form.
raw_to_2,raw_widget,TO_2,Text,826,5,0.0,UNK; 07/28/2022; 07/01/2024,Raw PDF widget 'TO_2' extracted from the OL 316 form.
raw_type_a_1,raw_widget,TYPE A 1,CheckBox,819,819,46.0,0; 1,Raw PDF widget 'TYPE A 1' extracted from the OL 316 form.
raw_type_a_2,raw_widget,TYPE A 2,CheckBox,819,819,137.0,0; 1,Raw PDF widget 'TYPE A 2' extracted from the OL 316 form.
raw_type_b_1,raw_widget,TYPE B 1,CheckBox,819,819,129.0,0; 1,Raw PDF widget 'TYPE B 1' extracted from the OL 316 form.
raw_type_b_2,raw_widget,TYPE B 2,CheckBox,819,819,190.0,1; 0,Raw PDF widget 'TYPE B 2' extracted from the OL 316 form.
raw_type_c_1,raw_widget,TYPE C 1,CheckBox,819,819,151.0,0; 1,Raw PDF widget 'TYPE C 1' extracted from the OL 316 form.
raw_type_c_2,raw_widget,TYPE C 2,CheckBox,819,819,247.0,0; 1,Raw PDF widget 'TYPE C 2' extracted from the OL 316 form.
raw_type_d_1,raw_widget,TYPE D 1,CheckBox,819,819,29.0,0; 1,Raw PDF widget 'TYPE D 1' extracted from the OL 316 form.
raw_type_d_2,raw_widget,TYPE D 2,CheckBox,819,819,49.0,0; 1,Raw PDF widget 'TYPE D 2' extracted from the OL 316 form.
raw_type_e_1,raw_widget,TYPE E 1,CheckBox,819,819,68.0,0; 1,Raw PDF widget 'TYPE E 1' extracted from the OL 316 form.
raw_type_e_2,raw_widget,TYPE E 2,CheckBox,819,819,2.0,0; 1,Raw PDF widget 'TYPE E 2' extracted from the OL 316 form.
raw_type_f_1,raw_widget,TYPE F 1,CheckBox,819,819,1.0,0; 1,Raw PDF widget 'TYPE F 1' extracted from the OL 316 form.
raw_type_f_2,raw_widget,TYPE F 2,CheckBox,819,819,0.0,0,Raw PDF widget 'TYPE F 2' extracted from the OL 316 form.
raw_type_g_1,raw_widget,TYPE G 1,CheckBox,819,819,1.0,0; 1,Raw PDF widget 'TYPE G 1' extracted from the OL 316 form.
raw_type_g_2,raw_widget,TYPE G 2,CheckBox,819,819,2.0,0; 1,Raw PDF widget 'TYPE G 2' extracted from the OL 316 form.
raw_type_h_1,raw_widget,TYPE H 1,CheckBox,819,819,38.0,0; 1,Raw PDF widget 'TYPE H 1' extracted from the OL 316 form.
raw_type_h_2,raw_widget,TYPE H 2,CheckBox,819,819,33.0,0; 1,Raw PDF widget 'TYPE H 2' extracted from the OL 316 form.
raw_undefined,raw_widget,undefined,CheckBox,826,826,0.0,0,Raw PDF widget 'undefined' extracted from the OL 316 form.
raw_undefined_2,raw_widget,undefined_2,CheckBox,826,826,0.0,0,Raw PDF widget 'undefined_2' extracted from the OL 316 form.
raw_uninvolved_vehicle_checkbox,raw_widget,UNINVOLVED VEHICLE CHECKBOX,CheckBox,7,7,0.0,0,Raw PDF widget 'UNINVOLVED VEHICLE CHECKBOX' extracted from the OL 316 form.
raw_unknown,raw_widget,Unknown,CheckBox,826,826,1.0,0; 1,Raw PDF widget 'Unknown' extracted from the OL 316 form.
raw_veh_1a_clear_0,raw_widget,VEH 1A CLEAR.0,CheckBox,2,2,2.0,1,Raw PDF widget 'VEH 1A CLEAR.0' extracted from the OL 316 form.
raw_veh_1a_clear_0_0,raw_widget,VEH 1A CLEAR.0.0,CheckBox,5,5,5.0,1,Raw PDF widget 'VEH 1A CLEAR.0.0' extracted from the OL 316 form.
raw_veh_1a_daylight_0,raw_widget,VEH 1A DAYLIGHT.0,CheckBox,2,2,2.0,1,Raw PDF widget 'VEH 1A DAYLIGHT.0' extracted from the OL 316 form.
raw_veh_1a_daylight_0_0,raw_widget,VEH 1A DAYLIGHT.0.0,CheckBox,5,5,5.0,1,Raw PDF widget 'VEH 1A DAYLIGHT.0.0' extracted from the OL 316 form.
raw_veh_1a_dry_0,raw_widget,VEH 1A DRY.0,CheckBox,2,2,1.0,0; 1,Raw PDF widget 'VEH 1A DRY.0' extracted from the OL 316 form.
raw_veh_1a_dry_0_0,raw_widget,VEH 1A DRY.0.0,CheckBox,5,5,3.0,1; 0,Raw PDF widget 'VEH 1A DRY.0.0' extracted from the OL 316 form.
raw_veh_1a_head_on_0,raw_widget,VEH 1A HEAD ON.0,CheckBox,2,2,0.0,0,Raw PDF widget 'VEH 1A HEAD ON.0' extracted from the OL 316 form.
raw_veh_1a_head_on_0_0,raw_widget,VEH 1A HEAD ON.0.0,CheckBox,5,5,1.0,0; 1,Raw PDF widget 'VEH 1A HEAD ON.0.0' extracted from the OL 316 form.
raw_veh_1a_holes_0,raw_widget,VEH 1A HOLES.0,CheckBox,2,2,0.0,0,Raw PDF widget 'VEH 1A HOLES.0' extracted from the OL 316 form.
raw_veh_1a_holes_0_0,raw_widget,VEH 1A HOLES.0.0,CheckBox,5,5,0.0,0,Raw PDF widget 'VEH 1A HOLES.0.0' extracted from the OL 316 form.
raw_veh_1a_stopped_0,raw_widget,VEH 1A STOPPED.0,CheckBox,2,2,0.0,0,Raw PDF widget 'VEH 1A STOPPED.0' extracted from the OL 316 form.
raw_veh_1a_stopped_0_0,raw_widget,VEH 1A STOPPED.0.0,CheckBox,5,5,1.0,0; 1,Raw PDF widget 'VEH 1A STOPPED.0.0' extracted from the OL 316 form.
raw_veh_1b_cloudy,raw_widget,VEH 1B CLOUDY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1B CLOUDY' extracted from the OL 316 form.
raw_veh_1b_dusk,raw_widget,VEH 1B DUSK,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1B DUSK' extracted from the OL 316 form.
raw_veh_1b_loose,raw_widget,VEH 1B LOOSE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1B LOOSE' extracted from the OL 316 form.
raw_veh_1b_proceeding,raw_widget,VEH 1B PROCEEDING,CheckBox,7,7,3.0,0; 1,Raw PDF widget 'VEH 1B PROCEEDING' extracted from the OL 316 form.
raw_veh_1b_side_swipe,raw_widget,VEH 1B SIDE SWIPE,CheckBox,7,7,3.0,0; 1,Raw PDF widget 'VEH 1B SIDE SWIPE' extracted from the OL 316 form.
raw_veh_1b_wet,raw_widget,VEH 1B WET,CheckBox,7,7,1.0,0; 1,Raw PDF widget 'VEH 1B WET' extracted from the OL 316 form.
raw_veh_1c_dark,raw_widget,VEH 1C DARK,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1C DARK' extracted from the OL 316 form.
raw_veh_1c_obstruction_on_roadway,raw_widget,VEH 1C OBSTRUCTION ON ROADWAY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1C OBSTRUCTION ON ROADWAY' extracted from the OL 316 form.
raw_veh_1c_raining,raw_widget,VEH 1C RAINING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1C RAINING' extracted from the OL 316 form.
raw_veh_1c_ran_off_road,raw_widget,VEH 1C RAN OFF ROAD,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1C RAN OFF ROAD' extracted from the OL 316 form.
raw_veh_1c_rear_end,raw_widget,VEH 1C REAR END,CheckBox,7,7,2.0,0; 1,Raw PDF widget 'VEH 1C REAR END' extracted from the OL 316 form.
raw_veh_1c_snowy,raw_widget,VEH 1C SNOWY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1C SNOWY' extracted from the OL 316 form.
raw_veh_1d_broadside,raw_widget,VEH 1D BROADSIDE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1D BROADSIDE' extracted from the OL 316 form.
raw_veh_1d_construction,raw_widget,VEH 1D CONSTRUCTION,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1D CONSTRUCTION' extracted from the OL 316 form.
raw_veh_1d_dark_no_lights,raw_widget,VEH 1D DARK NO LIGHTS,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1D DARK NO LIGHTS' extracted from the OL 316 form.
raw_veh_1d_fog,raw_widget,VEH 1D FOG,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1D FOG' extracted from the OL 316 form.
raw_veh_1d_making_right_turn,raw_widget,VEH 1D MAKING RIGHT TURN,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1D MAKING RIGHT TURN' extracted from the OL 316 form.
raw_veh_1d_slippery,raw_widget,VEH 1D SLIPPERY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1D SLIPPERY' extracted from the OL 316 form.
raw_veh_1d_snowing,raw_widget,VEH 1D SNOWING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1D SNOWING' extracted from the OL 316 form.
raw_veh_1e_dark_street_light_no_function,raw_widget,VEH 1E DARK STREET LIGHT NO FUNCTION,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1E DARK STREET LIGHT NO FUNCTION' extracted from the OL 316 form.
raw_veh_1e_dark_streetlights_not_function,raw_widget,VEH 1E DARK STREETLIGHTS NOT FUNCTION,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1E DARK STREETLIGHTS NOT FUNCTION' extracted from the OL 316 form.
raw_veh_1e_hit_object,raw_widget,VEH 1E HIT OBJECT,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1E HIT OBJECT' extracted from the OL 316 form.
raw_veh_1e_making_left_turn,raw_widget,VEH 1E MAKING LEFT TURN,CheckBox,7,7,1.0,0; 1,Raw PDF widget 'VEH 1E MAKING LEFT TURN' extracted from the OL 316 form.
raw_veh_1e_other,raw_widget,VEH 1E OTHER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1E OTHER' extracted from the OL 316 form.
raw_veh_1e_reduced_roadway,raw_widget,VEH 1E REDUCED ROADWAY,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1E REDUCED ROADWAY' extracted from the OL 316 form.
raw_veh_1f_flooded,raw_widget,VEH 1F FLOODED,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1F FLOODED' extracted from the OL 316 form.
raw_veh_1f_making_u_turn,raw_widget,VEH 1F MAKING U TURN,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1F MAKING U TURN' extracted from the OL 316 form.
raw_veh_1f_overturned,raw_widget,VEH 1F OVERTURNED,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1F OVERTURNED' extracted from the OL 316 form.
raw_veh_1f_wind,raw_widget,VEH 1F WIND,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1F WIND' extracted from the OL 316 form.
raw_veh_1g_backing,raw_widget,VEH 1G BACKING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1G BACKING' extracted from the OL 316 form.
raw_veh_1g_other,raw_widget,VEH 1G OTHER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1G OTHER' extracted from the OL 316 form.
raw_veh_1g_vehicle,raw_widget,VEH 1G VEHICLE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1G VEHICLE' extracted from the OL 316 form.
raw_veh_1h_no_unusual_conditions,raw_widget,VEH 1H NO UNUSUAL CONDITIONS,CheckBox,7,7,7.0,1,Raw PDF widget 'VEH 1H NO UNUSUAL CONDITIONS' extracted from the OL 316 form.
raw_veh_1h_other,raw_widget,VEH 1H OTHER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1H OTHER' extracted from the OL 316 form.
raw_veh_1h_slowing,raw_widget,VEH 1H SLOWING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1H SLOWING' extracted from the OL 316 form.
raw_veh_1i_passing_other_vehicle,raw_widget,VEH 1I PASSING OTHER VEHICLE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1I PASSING OTHER VEHICLE' extracted from the OL 316 form.
raw_veh_1j_changing_lanes,raw_widget,VEH 1J CHANGING LANES,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1J CHANGING LANES' extracted from the OL 316 form.
raw_veh_1k_parking_manuever,raw_widget,VEH 1K PARKING MANUEVER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1K PARKING MANUEVER' extracted from the OL 316 form.
raw_veh_1l_entering_traffic,raw_widget,VEH 1L ENTERING TRAFFIC,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1L ENTERING TRAFFIC' extracted from the OL 316 form.
raw_veh_1m_other_unsafe_turning,raw_widget,VEH 1M OTHER UNSAFE TURNING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1M OTHER UNSAFE TURNING' extracted from the OL 316 form.
raw_veh_1n_xing_into_opposing_lane,raw_widget,VEH 1N XING INTO OPPOSING LANE,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1N XING INTO OPPOSING LANE' extracted from the OL 316 form.
raw_veh_1o_parked,raw_widget,VEH 1O PARKED,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1O PARKED' extracted from the OL 316 form.
raw_veh_1o_parking,raw_widget,VEH 1O PARKING,CheckBox,7,7,1.0,1; 0,Raw PDF widget 'VEH 1O PARKING' extracted from the OL 316 form.
raw_veh_1p_merging,raw_widget,VEH 1P MERGING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1P MERGING' extracted from the OL 316 form.
raw_veh_1q_traveling,raw_widget,VEH 1Q TRAVELING,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1Q TRAVELING' extracted from the OL 316 form.
raw_veh_1r_other,raw_widget,VEH 1R OTHER,CheckBox,7,7,0.0,0,Raw PDF widget 'VEH 1R OTHER' extracted from the OL 316 form.
raw_veh_2a_clear,raw_widget,VEH 2A CLEAR,CheckBox,7,7,6.0,1; 0,Raw PDF widget 'VEH 2A CLEAR' extracted from the OL 316 form.
raw_veh_2a_daylight_0_1,raw_widget,VEH 2A DAYLIGHT.0.1,CheckBox,5,5,4.0,1; 0,Raw PDF widget 'VEH 2A DAYLIGHT.0.1' extracted from the OL 316 form.
raw_veh_2a_daylight_1,raw_widget,VEH 2A DAYLIGHT.1,CheckBox,2,2,2.0,1,Raw PDF widget 'VEH 2A DAYLIGHT.1' extracted from the OL 316 form.
